




Analysis Type:	PANTHER Overrepresentation Test (Released 20210224)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.4735677 Released 2021-05-01
Analyzed List:	upload_1 (Saccharomyces cerevisiae)
Reference List:	yeast_background.txt (Saccharomyces cerevisiae)
Test Type:	BINOMIAL
Correction:	NONE
GO biological process complete	yeast_background.txt - REFLIST (4652)	upload_1 (3142)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)
cellular heat acclimation (GO:0070370)	2	2	1.35	+	1.48	3.91E-01
glutamate catabolic process to 2-oxoglutarate (GO:0019551)	1	1	.68	+	1.48	4.91E-01
arginine catabolic process to ornithine (GO:0019547)	1	1	.68	+	1.48	4.91E-01
propionate catabolic process (GO:0019543)	2	2	1.35	+	1.48	3.91E-01
propionate metabolic process (GO:0019541)	4	4	2.70	+	1.48	2.86E-01
regulation of DNA double-strand break processing (GO:1903775)	1	1	.68	+	1.48	4.91E-01
CAAX-box protein maturation (GO:0080120)	2	2	1.35	+	1.48	3.91E-01
age-dependent general metabolic decline (GO:0007571)	1	1	.68	+	1.48	4.91E-01
developmental growth involved in morphogenesis (GO:0060560)	1	1	.68	+	1.48	4.91E-01
trivalent inorganic anion homeostasis (GO:0072506)	1	1	.68	+	1.48	4.91E-01
cellular trivalent inorganic anion homeostasis (GO:0072502)	1	1	.68	+	1.48	4.91E-01
peptidyl-proline hydroxylation (GO:0019511)	1	1	.68	+	1.48	4.91E-01
S-adenosylhomocysteine catabolic process (GO:0019510)	1	1	.68	+	1.48	4.91E-01
regulation of G0 to G1 transition (GO:0070316)	1	1	.68	+	1.48	4.91E-01
malonic acid transmembrane transport (GO:1901553)	1	1	.68	+	1.48	4.91E-01
regulation of plasma membrane organization (GO:1903729)	1	1	.68	+	1.48	4.91E-01
3,4-dihydroxybenzoate metabolic process (GO:0046278)	1	1	.68	+	1.48	4.91E-01
catechol-containing compound metabolic process (GO:0009712)	1	1	.68	+	1.48	4.91E-01
cysteine transmembrane transport (GO:1903712)	1	1	.68	+	1.48	4.91E-01
spermidine transmembrane transport (GO:1903711)	4	4	2.70	+	1.48	2.86E-01
plasma membrane bounded cell projection organization (GO:0120036)	2	2	1.35	+	1.48	3.91E-01
plasma membrane bounded cell projection assembly (GO:0120031)	2	2	1.35	+	1.48	3.91E-01
proton export across plasma membrane (GO:0120029)	2	2	1.35	+	1.48	3.91E-01
positive regulation of protein binding (GO:0032092)	1	1	.68	+	1.48	4.91E-01
regulation of establishment or maintenance of bipolar cell polarity (GO:2000099)	1	1	.68	+	1.48	4.91E-01
regulation of DNA methylation (GO:0044030)	1	1	.68	+	1.48	4.91E-01
regulation of urea metabolic process (GO:0034255)	1	1	.68	+	1.48	4.91E-01
regulation of urea catabolic process (GO:0034254)	1	1	.68	+	1.48	4.91E-01
positive regulation of cellular amide catabolic process (GO:0034253)	1	1	.68	+	1.48	4.91E-01
negative regulation of endodeoxyribonuclease activity (GO:0032078)	1	1	.68	+	1.48	4.91E-01
regulation of cellular amide catabolic process (GO:0034251)	1	1	.68	+	1.48	4.91E-01
negative regulation of deoxyribonuclease activity (GO:0032076)	1	1	.68	+	1.48	4.91E-01
negative regulation of nuclease activity (GO:0032074)	1	1	.68	+	1.48	4.91E-01
spermine catabolic process (GO:0046208)	1	1	.68	+	1.48	4.91E-01
negative regulation of translation in response to stress (GO:0032055)	1	1	.68	+	1.48	4.91E-01
ethanolamine transport (GO:0034229)	1	1	.68	+	1.48	4.91E-01
mitochondrial DNA catabolic process (GO:0032043)	1	1	.68	+	1.48	4.91E-01
negative regulation of double-strand break repair via homologous recombination (GO:2000042)	1	1	.68	+	1.48	4.91E-01
negative regulation of pyruvate dehydrogenase activity (GO:1904183)	1	1	.68	+	1.48	4.91E-01
glycolipid translocation (GO:0034203)	1	1	.68	+	1.48	4.91E-01
response to cobalt ion (GO:0032025)	1	1	.68	+	1.48	4.91E-01
centromere clustering (GO:0098653)	1	1	.68	+	1.48	4.91E-01
positive regulation of cell adhesion (GO:0045785)	1	1	.68	+	1.48	4.91E-01
heat acclimation (GO:0010286)	2	2	1.35	+	1.48	3.91E-01
7,8-dihydroneopterin 3'-triphosphate biosynthetic process (GO:0035998)	1	1	.68	+	1.48	4.91E-01
protein autosumoylation (GO:1990466)	1	1	.68	+	1.48	4.91E-01
box H/ACA RNA 3'-end processing (GO:0000495)	1	1	.68	+	1.48	4.91E-01
negative regulation of protein localization to cell surface (GO:2000009)	1	1	.68	+	1.48	4.91E-01
regulation of protein localization to cell surface (GO:2000008)	1	1	.68	+	1.48	4.91E-01
box H/ACA snoRNP assembly (GO:0000493)	2	2	1.35	+	1.48	3.91E-01
positive regulation of DNA damage checkpoint (GO:2000003)	1	1	.68	+	1.48	4.91E-01
aggrephagy (GO:0035973)	1	1	.68	+	1.48	4.91E-01
xylulose 5-phosphate metabolic process (GO:0051167)	1	1	.68	+	1.48	4.91E-01
adhesion between unicellular organisms (GO:0098610)	1	1	.68	+	1.48	4.91E-01
COPI-coated vesicle budding (GO:0035964)	1	1	.68	+	1.48	4.91E-01
cell-cell adhesion (GO:0098609)	1	1	.68	+	1.48	4.91E-01
exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000465)	2	2	1.35	+	1.48	3.91E-01
regulation of translational initiation in response to stress (GO:0043558)	2	2	1.35	+	1.48	3.91E-01
mitotic recombination-dependent replication fork processing (GO:1990426)	1	1	.68	+	1.48	4.91E-01
snoRNA guided rRNA pseudouridine synthesis (GO:0000454)	1	1	.68	+	1.48	4.91E-01
enzyme-directed rRNA 2'-O-methylation (GO:0000453)	1	1	.68	+	1.48	4.91E-01
rRNA 2'-O-methylation (GO:0000451)	2	2	1.35	+	1.48	3.91E-01
response to UV-C (GO:0010225)	1	1	.68	+	1.48	4.91E-01
response to UV-B (GO:0010224)	1	1	.68	+	1.48	4.91E-01
snoRNA release from pre-rRNA (GO:1990417)	1	1	.68	+	1.48	4.91E-01
negative regulation of fatty acid biosynthetic process (GO:0045717)	1	1	.68	+	1.48	4.91E-01
carbon catabolite repression of transcription from RNA polymerase II promoter (GO:0000437)	2	2	1.35	+	1.48	3.91E-01
RNA import into mitochondrion (GO:0035927)	1	1	.68	+	1.48	4.91E-01
actomyosin contractile ring maintenance (GO:0031566)	2	2	1.35	+	1.48	3.91E-01
beta-alanine biosynthetic process (GO:0019483)	2	2	1.35	+	1.48	3.91E-01
beta-alanine metabolic process (GO:0019482)	2	2	1.35	+	1.48	3.91E-01
N-acylphosphatidylethanolamine metabolic process (GO:0070292)	1	1	.68	+	1.48	4.91E-01
N-acylethanolamine metabolic process (GO:0070291)	1	1	.68	+	1.48	4.91E-01
negative regulation of histone H3-K36 methylation (GO:0000415)	1	1	.68	+	1.48	4.91E-01
histone peptidyl-prolyl isomerization (GO:0000412)	1	1	.68	+	1.48	4.91E-01
positive regulation of DNA ligation (GO:0051106)	1	1	.68	+	1.48	4.91E-01
regulation of DNA ligation (GO:0051105)	1	1	.68	+	1.48	4.91E-01
DNA ligation involved in DNA repair (GO:0051103)	1	1	.68	+	1.48	4.91E-01
mitochondrial DNA repair (GO:0043504)	4	4	2.70	+	1.48	2.86E-01
axonemal dynein complex assembly (GO:0070286)	1	1	.68	+	1.48	4.91E-01
methionine import across plasma membrane (GO:1903692)	2	2	1.35	+	1.48	3.91E-01
positive regulation of exit from mitosis (GO:0031536)	4	4	2.70	+	1.48	2.86E-01
L-cysteine catabolic process to pyruvate (GO:0019450)	1	1	.68	+	1.48	4.91E-01
L-cysteine catabolic process (GO:0019448)	1	1	.68	+	1.48	4.91E-01
microtubule polymerization based movement (GO:0099098)	2	2	1.35	+	1.48	3.91E-01
pericentric heterochromatin assembly (GO:0031508)	1	1	.68	+	1.48	4.91E-01
acetyl-CoA biosynthetic process from acetate (GO:0019427)	2	2	1.35	+	1.48	3.91E-01
negative regulation of mRNA processing (GO:0050686)	2	2	1.35	+	1.48	3.91E-01
phosphorylation of RNA polymerase II C-terminal domain serine 5 residues involved in positive regulation of transcription elongation from RNA polymerase II promoter (GO:1903654)	1	1	.68	+	1.48	4.91E-01
positive regulation of chaperone-mediated protein folding (GO:1903646)	1	1	.68	+	1.48	4.91E-01
regulation of chaperone-mediated protein folding (GO:1903644)	1	1	.68	+	1.48	4.91E-01
alditol biosynthetic process (GO:0019401)	2	2	1.35	+	1.48	3.91E-01
thiazole metabolic process (GO:0052838)	1	1	.68	+	1.48	4.91E-01
thiazole biosynthetic process (GO:0052837)	1	1	.68	+	1.48	4.91E-01
establishment of protein localization to telomere (GO:0070200)	1	1	.68	+	1.48	4.91E-01
glycerol-3-phosphate catabolic process (GO:0046168)	2	2	1.35	+	1.48	3.91E-01
glycerol-3-phosphate biosynthetic process (GO:0046167)	1	1	.68	+	1.48	4.91E-01
siroheme metabolic process (GO:0046156)	2	2	1.35	+	1.48	3.91E-01
response to furfural (GO:1901426)	4	4	2.70	+	1.48	2.86E-01
calcium ion transport into cytosol (GO:0060402)	2	2	1.35	+	1.48	3.91E-01
sodium ion export across plasma membrane (GO:0036376)	1	1	.68	+	1.48	4.91E-01
cytosolic calcium ion transport (GO:0060401)	2	2	1.35	+	1.48	3.91E-01
pigment catabolic process (GO:0046149)	1	1	.68	+	1.48	4.91E-01
transcription factor catabolic process (GO:0036369)	1	1	.68	+	1.48	4.91E-01
Golgi inheritance (GO:0048313)	4	4	2.70	+	1.48	2.86E-01
intracellular distribution of mitochondria (GO:0048312)	1	1	.68	+	1.48	4.91E-01
pyrimidine nucleoside biosynthetic process (GO:0046134)	2	2	1.35	+	1.48	3.91E-01
pyrimidine ribonucleoside biosynthetic process (GO:0046132)	2	2	1.35	+	1.48	3.91E-01
gamma-tubulin complex localization to nuclear side of mitotic spindle pole body (GO:0110120)	1	1	.68	+	1.48	4.91E-01
conversion of methionyl-tRNA to N-formyl-methionyl-tRNA (GO:0071951)	1	1	.68	+	1.48	4.91E-01
nucleobase catabolic process (GO:0046113)	4	4	2.70	+	1.48	2.86E-01
uridine metabolic process (GO:0046108)	1	1	.68	+	1.48	4.91E-01
hypoxanthine biosynthetic process (GO:0046101)	1	1	.68	+	1.48	4.91E-01
positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response (GO:0006990)	1	1	.68	+	1.48	4.91E-01
DNA damage induced protein phosphorylation (GO:0006975)	2	2	1.35	+	1.48	3.91E-01
intracellular accumulation of glycerol (GO:0006973)	1	1	.68	+	1.48	4.91E-01
hypotonic response (GO:0006971)	1	1	.68	+	1.48	4.91E-01
urea transmembrane transport (GO:0071918)	1	1	.68	+	1.48	4.91E-01
pyrimidine nucleobase transmembrane transport (GO:1904082)	1	1	.68	+	1.48	4.91E-01
cellular response to biotin starvation (GO:1990383)	1	1	.68	+	1.48	4.91E-01
malate-aspartate shuttle (GO:0043490)	1	1	.68	+	1.48	4.91E-01
positive regulation of strand invasion (GO:0098530)	1	1	.68	+	1.48	4.91E-01
RNA stabilization (GO:0043489)	4	4	2.70	+	1.48	2.86E-01
cellular component disassembly involved in execution phase of apoptosis (GO:0006921)	2	2	1.35	+	1.48	3.91E-01
plasma membrane lactate transport (GO:0035879)	1	1	.68	+	1.48	4.91E-01
lactate transmembrane transport (GO:0035873)	1	1	.68	+	1.48	4.91E-01
regulation of proton transport (GO:0010155)	2	2	1.35	+	1.48	3.91E-01
tRNA-type intron splice site recognition and cleavage (GO:0000379)	4	4	2.70	+	1.48	2.86E-01
RNA exon ligation (GO:0000378)	1	1	.68	+	1.48	4.91E-01
secondary cell septum biogenesis (GO:1990344)	1	1	.68	+	1.48	4.91E-01
Group II intron splicing (GO:0000373)	1	1	.68	+	1.48	4.91E-01
dihydrobiopterin metabolic process (GO:0051066)	1	1	.68	+	1.48	4.91E-01
proton-transporting ATP synthase complex assembly (GO:0043461)	8	8	5.40	+	1.48	1.79E-01
dITP catabolic process (GO:0035863)	1	1	.68	+	1.48	4.91E-01
dITP metabolic process (GO:0035862)	1	1	.68	+	1.48	4.91E-01
fructan catabolic process (GO:0010147)	1	1	.68	+	1.48	4.91E-01
fructan metabolic process (GO:0010145)	1	1	.68	+	1.48	4.91E-01
polynucleotide 5' dephosphorylation (GO:0098507)	2	2	1.35	+	1.48	3.91E-01
DNA dephosphorylation (GO:0098502)	1	1	.68	+	1.48	4.91E-01
polynucleotide dephosphorylation (GO:0098501)	1	1	.68	+	1.48	4.91E-01
sulfate assimilation via adenylyl sulfate reduction (GO:0010134)	1	1	.68	+	1.48	4.91E-01
positive regulation of mating type switching (GO:0031496)	4	4	2.70	+	1.48	2.86E-01
phenylacetate catabolic process (GO:0010124)	1	1	.68	+	1.48	4.91E-01
protein deneddylation (GO:0000338)	2	2	1.35	+	1.48	3.91E-01
DNA transport (GO:0051027)	2	2	1.35	+	1.48	3.91E-01
flavin adenine dinucleotide biosynthetic process (GO:0072388)	1	1	.68	+	1.48	4.91E-01
minus-end-directed organelle transport along microtubule (GO:0072385)	1	1	.68	+	1.48	4.91E-01
minus-end-directed vesicle transport along microtubule (GO:0072382)	1	1	.68	+	1.48	4.91E-01
glycine betaine transport (GO:0031460)	1	1	.68	+	1.48	4.91E-01
homocysteine catabolic process (GO:0043418)	1	1	.68	+	1.48	4.91E-01
microtubule sliding (GO:0051012)	1	1	.68	+	1.48	4.91E-01
protein localization to chromosome, telomeric region (GO:0070198)	2	2	1.35	+	1.48	3.91E-01
synaptonemal complex disassembly (GO:0070194)	1	1	.68	+	1.48	4.91E-01
N-terminal peptidyl-serine acetylation (GO:0017198)	2	2	1.35	+	1.48	3.91E-01
mitochondrial tyrosyl-tRNA aminoacylation (GO:0070184)	1	1	.68	+	1.48	4.91E-01
mitochondrial tryptophanyl-tRNA aminoacylation (GO:0070183)	1	1	.68	+	1.48	4.91E-01
detection of nutrient (GO:0009594)	2	2	1.35	+	1.48	3.91E-01
negative regulation of mRNA 3'-end processing (GO:0031441)	1	1	.68	+	1.48	4.91E-01
response to singlet oxygen (GO:0000304)	2	2	1.35	+	1.48	3.91E-01
positive regulation of exonuclease activity (GO:1905779)	2	2	1.35	+	1.48	3.91E-01
histone H3-T3 phosphorylation (GO:0072355)	2	2	1.35	+	1.48	3.91E-01
pyridine nucleotide salvage (GO:0019365)	4	4	2.70	+	1.48	2.86E-01
pyridine nucleotide catabolic process (GO:0019364)	1	1	.68	+	1.48	4.91E-01
D-serine biosynthetic process (GO:0070179)	1	1	.68	+	1.48	4.91E-01
membrane protein proteolysis (GO:0033619)	1	1	.68	+	1.48	4.91E-01
mitochondrial proton-transporting ATP synthase complex assembly (GO:0033615)	8	8	5.40	+	1.48	1.79E-01
oxalate catabolic process (GO:0033611)	1	1	.68	+	1.48	4.91E-01
nicotinate nucleotide salvage (GO:0019358)	4	4	2.70	+	1.48	2.86E-01
nicotinate nucleotide biosynthetic process (GO:0019357)	4	4	2.70	+	1.48	2.86E-01
siroheme biosynthetic process (GO:0019354)	2	2	1.35	+	1.48	3.91E-01
oxalate metabolic process (GO:0033609)	1	1	.68	+	1.48	4.91E-01
UDP-galactose transmembrane transport (GO:0072334)	1	1	.68	+	1.48	4.91E-01
mitochondrial threonyl-tRNA aminoacylation (GO:0070159)	1	1	.68	+	1.48	4.91E-01
mitochondrial seryl-tRNA aminoacylation (GO:0070158)	1	1	.68	+	1.48	4.91E-01
mitochondrial phenylalanyl-tRNA aminoacylation (GO:0070156)	1	1	.68	+	1.48	4.91E-01
mitochondrial lysyl-tRNA aminoacylation (GO:0070154)	1	1	.68	+	1.48	4.91E-01
mitochondrial isoleucyl-tRNA aminoacylation (GO:0070152)	1	1	.68	+	1.48	4.91E-01
phenol-containing compound catabolic process (GO:0019336)	1	1	.68	+	1.48	4.91E-01
mitochondrial glutamyl-tRNA aminoacylation (GO:0070149)	1	1	.68	+	1.48	4.91E-01
mitochondrial aspartyl-tRNA aminoacylation (GO:0070146)	1	1	.68	+	1.48	4.91E-01
mitochondrial asparaginyl-tRNA aminoacylation (GO:0070145)	1	1	.68	+	1.48	4.91E-01
mitochondrial arginyl-tRNA aminoacylation (GO:0070144)	1	1	.68	+	1.48	4.91E-01
mitochondrial alanyl-tRNA aminoacylation (GO:0070143)	1	1	.68	+	1.48	4.91E-01
pentose biosynthetic process (GO:0019322)	1	1	.68	+	1.48	4.91E-01
positive regulation of mitochondrial translational initiation (GO:0070134)	1	1	.68	+	1.48	4.91E-01
regulation of mitochondrial translational initiation (GO:0070132)	1	1	.68	+	1.48	4.91E-01
negative regulation of mitochondrial translation (GO:0070130)	1	1	.68	+	1.48	4.91E-01
protein localization to microtubule end (GO:1905725)	1	1	.68	+	1.48	4.91E-01
mitochondrial translational termination (GO:0070126)	2	2	1.35	+	1.48	3.91E-01
mitochondrial translational elongation (GO:0070125)	2	2	1.35	+	1.48	3.91E-01
guanine biosynthetic process (GO:0046099)	1	1	.68	+	1.48	4.91E-01
guanine metabolic process (GO:0046098)	2	2	1.35	+	1.48	3.91E-01
mannose catabolic process (GO:0019309)	1	1	.68	+	1.48	4.91E-01
positive regulation of protein localization to cell division site involved in mitotic actomyosin contractile ring assembly (GO:0110083)	1	1	.68	+	1.48	4.91E-01
regulation of protein localization to cell division site involved in mitotic actomyosin contractile ring assembly (GO:0110082)	1	1	.68	+	1.48	4.91E-01
nucleologenesis (GO:0017126)	1	1	.68	+	1.48	4.91E-01
plasma membrane phospholipid scrambling (GO:0017121)	1	1	.68	+	1.48	4.91E-01
adenine biosynthetic process (GO:0046084)	4	4	2.70	+	1.48	2.86E-01
dUTP catabolic process (GO:0046081)	1	1	.68	+	1.48	4.91E-01
dUTP metabolic process (GO:0046080)	1	1	.68	+	1.48	4.91E-01
mRNA stabilization (GO:0048255)	4	4	2.70	+	1.48	2.86E-01
regulation of membrane tubulation (GO:1903525)	1	1	.68	+	1.48	4.91E-01
dUMP metabolic process (GO:0046078)	2	2	1.35	+	1.48	3.91E-01
dTMP metabolic process (GO:0046073)	2	2	1.35	+	1.48	3.91E-01
glucoside transport (GO:0042946)	1	1	.68	+	1.48	4.91E-01
thioester transport (GO:1901337)	2	2	1.35	+	1.48	3.91E-01
lactone biosynthetic process (GO:1901336)	2	2	1.35	+	1.48	3.91E-01
lactone metabolic process (GO:1901334)	2	2	1.35	+	1.48	3.91E-01
metabolite repair (GO:0110051)	1	1	.68	+	1.48	4.91E-01
negative regulation of mitotic actomyosin contractile ring assembly (GO:1903500)	1	1	.68	+	1.48	4.91E-01
thiamine pyrophosphate transmembrane transport (GO:0030974)	2	2	1.35	+	1.48	3.91E-01
mitochondrial translation (GO:0032543)	105	103	70.92	+	1.45	1.73E-04
purine ribonucleoside monophosphate metabolic process (GO:0009167)	25	24	16.89	+	1.42	5.92E-02
purine nucleoside monophosphate metabolic process (GO:0009126)	25	24	16.89	+	1.42	5.92E-02
purine ribonucleoside monophosphate biosynthetic process (GO:0009168)	22	21	14.86	+	1.41	7.67E-02
purine nucleoside monophosphate biosynthetic process (GO:0009127)	22	21	14.86	+	1.41	7.67E-02
protein import into mitochondrial matrix (GO:0030150)	22	21	14.86	+	1.41	7.67E-02
mitochondrial gene expression (GO:0140053)	124	118	83.75	+	1.41	1.97E-04
cell wall mannoprotein biosynthetic process (GO:0000032)	18	17	12.16	+	1.40	1.10E-01
mannoprotein biosynthetic process (GO:0006057)	18	17	12.16	+	1.40	1.10E-01
mannoprotein metabolic process (GO:0006056)	18	17	12.16	+	1.40	1.10E-01
cell wall glycoprotein biosynthetic process (GO:0031506)	18	17	12.16	+	1.40	1.10E-01
regulation of translational fidelity (GO:0006450)	31	29	20.94	+	1.39	5.42E-02
lysine metabolic process (GO:0006553)	15	14	10.13	+	1.38	1.45E-01
nucleoside phosphate catabolic process (GO:1901292)	14	13	9.46	+	1.37	1.60E-01
tRNA aminoacylation for mitochondrial protein translation (GO:0070127)	14	13	9.46	+	1.37	1.60E-01
IMP metabolic process (GO:0046040)	13	12	8.78	+	1.37	1.76E-01
thiamine metabolic process (GO:0006772)	13	12	8.78	+	1.37	1.76E-01
inner mitochondrial membrane organization (GO:0007007)	26	24	17.56	+	1.37	8.24E-02
spindle assembly (GO:0051225)	13	12	8.78	+	1.37	1.76E-01
cytoplasmic translation (GO:0002181)	165	152	111.44	+	1.36	1.15E-04
thiamine-containing compound biosynthetic process (GO:0042724)	12	11	8.10	+	1.36	1.94E-01
thiamine biosynthetic process (GO:0009228)	12	11	8.10	+	1.36	1.94E-01
isoleucine metabolic process (GO:0006549)	12	11	8.10	+	1.36	1.94E-01
regulation of transcription by RNA polymerase III (GO:0006359)	12	11	8.10	+	1.36	1.94E-01
IMP biosynthetic process (GO:0006188)	12	11	8.10	+	1.36	1.94E-01
translation (GO:0006412)	344	314	232.34	+	1.35	6.36E-08
regulation of cell differentiation (GO:0045595)	11	10	7.43	+	1.35	2.15E-01
vitamin B6 metabolic process (GO:0042816)	11	10	7.43	+	1.35	2.15E-01
oligosaccharide catabolic process (GO:0009313)	11	10	7.43	+	1.35	2.15E-01
L-serine metabolic process (GO:0006563)	11	10	7.43	+	1.35	2.15E-01
regulation of mitochondrial gene expression (GO:0062125)	11	10	7.43	+	1.35	2.15E-01
N-terminal protein amino acid acetylation (GO:0006474)	11	10	7.43	+	1.35	2.15E-01
isoleucine biosynthetic process (GO:0009097)	11	10	7.43	+	1.35	2.15E-01
branched-chain amino acid catabolic process (GO:0009083)	11	10	7.43	+	1.35	2.15E-01
fatty acid catabolic process (GO:0009062)	22	20	14.86	+	1.35	1.17E-01
protein localization to cytoskeleton (GO:0044380)	11	10	7.43	+	1.35	2.15E-01
peptide biosynthetic process (GO:0043043)	348	316	235.04	+	1.34	9.23E-08
establishment of sister chromatid cohesion (GO:0034085)	10	9	6.75	+	1.33	2.39E-01
vitamin B6 biosynthetic process (GO:0042819)	10	9	6.75	+	1.33	2.39E-01
protein retention in ER lumen (GO:0006621)	10	9	6.75	+	1.33	2.39E-01
pantothenate biosynthetic process (GO:0015940)	10	9	6.75	+	1.33	2.39E-01
pantothenate metabolic process (GO:0015939)	10	9	6.75	+	1.33	2.39E-01
leucine metabolic process (GO:0006551)	10	9	6.75	+	1.33	2.39E-01
nucleotide catabolic process (GO:0009166)	10	9	6.75	+	1.33	2.39E-01
purine nucleobase biosynthetic process (GO:0009113)	10	9	6.75	+	1.33	2.39E-01
assembly of large subunit precursor of preribosome (GO:1902626)	10	9	6.75	+	1.33	2.39E-01
response to cadmium ion (GO:0046686)	10	9	6.75	+	1.33	2.39E-01
purine nucleobase metabolic process (GO:0006144)	20	18	13.51	+	1.33	1.39E-01
lactate metabolic process (GO:0006089)	10	9	6.75	+	1.33	2.39E-01
disaccharide catabolic process (GO:0046352)	10	9	6.75	+	1.33	2.39E-01
