




Analysis Type:	PANTHER Overrepresentation Test (Released 20210224)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.4735677 Released 2021-05-01
Analyzed List:	upload_1 (Saccharomyces cerevisiae)
Reference List:	yeast_background.txt (Saccharomyces cerevisiae)
Test Type:	BINOMIAL
Correction:	NONE
GO biological process complete	yeast_background.txt - REFLIST (4652)	upload_1 (3741)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)
(1->3)-beta-D-glucan metabolic process (GO:0006074)	9	9	7.24	+	1.24	3.02E-01
peptidyl-lysine dimethylation (GO:0018027)	6	6	4.83	+	1.24	3.53E-01
positive regulation of thiamine biosynthetic process (GO:0090180)	3	3	2.41	+	1.24	4.34E-01
UDP-N-acetylglucosamine biosynthetic process (GO:0006048)	5	5	4.02	+	1.24	3.75E-01
UDP-N-acetylglucosamine metabolic process (GO:0006047)	6	6	4.83	+	1.24	3.53E-01
nuclear migration involved in conjugation with cellular fusion (GO:0000743)	3	3	2.41	+	1.24	4.34E-01
spermine metabolic process (GO:0008215)	3	3	2.41	+	1.24	4.34E-01
chitin catabolic process (GO:0006032)	5	5	4.02	+	1.24	3.75E-01
aminoglycan catabolic process (GO:0006026)	5	5	4.02	+	1.24	3.75E-01
membrane fission (GO:0090148)	3	3	2.41	+	1.24	4.34E-01
5-phosphoribose 1-diphosphate biosynthetic process (GO:0006015)	5	5	4.02	+	1.24	3.75E-01
mannose metabolic process (GO:0006013)	5	5	4.02	+	1.24	3.75E-01
regulation of anion transmembrane transport (GO:1903959)	3	3	2.41	+	1.24	4.34E-01
isopentenyl diphosphate metabolic process (GO:0046490)	5	5	4.02	+	1.24	3.75E-01
glyoxylate metabolic process (GO:0046487)	9	9	7.24	+	1.24	3.02E-01
dynamin family protein polymerization involved in mitochondrial fission (GO:0003374)	3	3	2.41	+	1.24	4.34E-01
dynamin family protein polymerization involved in membrane fission (GO:0003373)	3	3	2.41	+	1.24	4.34E-01
membrane lipid catabolic process (GO:0046466)	5	5	4.02	+	1.24	3.75E-01
RNA polymerase I preinitiation complex assembly (GO:0001188)	5	5	4.02	+	1.24	3.75E-01
short-chain fatty acid metabolic process (GO:0046459)	6	6	4.83	+	1.24	3.53E-01
U1 snRNA 3'-end processing (GO:0034473)	6	6	4.83	+	1.24	3.53E-01
chorismate metabolic process (GO:0046417)	5	5	4.02	+	1.24	3.75E-01
D-amino acid metabolic process (GO:0046416)	3	3	2.41	+	1.24	4.34E-01
IMP salvage (GO:0032264)	3	3	2.41	+	1.24	4.34E-01
purine nucleotide salvage (GO:0032261)	6	6	4.83	+	1.24	3.53E-01
transcription open complex formation at RNA polymerase II promoter (GO:0001113)	5	5	4.02	+	1.24	3.75E-01
AMP salvage (GO:0044209)	3	3	2.41	+	1.24	4.34E-01
'de novo' UMP biosynthetic process (GO:0044205)	6	6	4.83	+	1.24	3.53E-01
cell wall (1->3)-beta-D-glucan biosynthetic process (GO:0034411)	5	5	4.02	+	1.24	3.75E-01
cellular oxidant detoxification (GO:0098869)	29	29	23.32	+	1.24	1.42E-01
negative regulation of transcription by pheromones (GO:0045996)	6	6	4.83	+	1.24	3.53E-01
cell wall (1->3)-beta-D-glucan metabolic process (GO:0034407)	5	5	4.02	+	1.24	3.75E-01
DNA double-strand break attachment to nuclear envelope (GO:1990683)	5	5	4.02	+	1.24	3.75E-01
negative regulation of telomere maintenance via telomerase (GO:0032211)	3	3	2.41	+	1.24	4.34E-01
regulation of telomere maintenance via telomerase (GO:0032210)	9	9	7.24	+	1.24	3.02E-01
cell projection assembly (GO:0030031)	5	5	4.02	+	1.24	3.75E-01
cell projection organization (GO:0030030)	5	5	4.02	+	1.24	3.75E-01
regulation of telomere maintenance (GO:0032204)	11	11	8.85	+	1.24	2.76E-01
negative regulation of telomere maintenance via telomere lengthening (GO:1904357)	3	3	2.41	+	1.24	4.34E-01
regulation of telomere maintenance via telomere lengthening (GO:1904356)	9	9	7.24	+	1.24	3.02E-01
cellular potassium ion homeostasis (GO:0030007)	5	5	4.02	+	1.24	3.75E-01
positive regulation of transcription by RNA polymerase III (GO:0045945)	3	3	2.41	+	1.24	4.34E-01
positive regulation of transcription by RNA polymerase I (GO:0045943)	20	20	16.08	+	1.24	1.93E-01
positive regulation of lyase activity (GO:0051349)	3	3	2.41	+	1.24	4.34E-01
box C/D RNA metabolic process (GO:0033967)	12	12	9.65	+	1.24	2.64E-01
positive regulation of carbohydrate metabolic process (GO:0045913)	5	5	4.02	+	1.24	3.75E-01
positive regulation of DNA recombination (GO:0045911)	3	3	2.41	+	1.24	4.34E-01
positive regulation of translational fidelity (GO:0045903)	9	9	7.24	+	1.24	3.02E-01
cell adhesion involved in single-species biofilm formation (GO:0043709)	3	3	2.41	+	1.24	4.34E-01
cell adhesion involved in biofilm formation (GO:0043708)	3	3	2.41	+	1.24	4.34E-01
GDP-mannose metabolic process (GO:0019673)	3	3	2.41	+	1.24	4.34E-01
glycolytic fermentation (GO:0019660)	6	6	4.83	+	1.24	3.53E-01
rRNA base methylation (GO:0070475)	6	6	4.83	+	1.24	3.53E-01
glycolytic fermentation to ethanol (GO:0019655)	6	6	4.83	+	1.24	3.53E-01
5-phosphoribose 1-diphosphate metabolic process (GO:0046391)	5	5	4.02	+	1.24	3.75E-01
response to ketone (GO:1901654)	3	3	2.41	+	1.24	4.34E-01
L-kynurenine catabolic process (GO:0097053)	3	3	2.41	+	1.24	4.34E-01
L-kynurenine metabolic process (GO:0097052)	3	3	2.41	+	1.24	4.34E-01
disaccharide catabolic process (GO:0046352)	10	10	8.04	+	1.24	2.88E-01
nitrogen catabolite activation of transcription from RNA polymerase II promoter (GO:0001080)	5	5	4.02	+	1.24	3.75E-01
amino sugar catabolic process (GO:0046348)	5	5	4.02	+	1.24	3.75E-01
transposition (GO:0032196)	5	5	4.02	+	1.24	3.75E-01
glucose import (GO:0046323)	3	3	2.41	+	1.24	4.34E-01
protein-containing complex remodeling (GO:0034367)	11	11	8.85	+	1.24	2.76E-01
regulation of phosphate transmembrane transport (GO:2000185)	3	3	2.41	+	1.24	4.34E-01
cellular alcohol biosynthetic process (GO:0044108)	24	24	19.30	+	1.24	1.68E-01
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	5	5	4.02	+	1.24	3.75E-01
mitochondrial L-ornithine transmembrane transport (GO:1990575)	3	3	2.41	+	1.24	4.34E-01
regulation of establishment of cell polarity (GO:2000114)	3	3	2.41	+	1.24	4.34E-01
negative regulation of DNA-dependent DNA replication (GO:2000104)	12	12	9.65	+	1.24	2.64E-01
mitochondrial fusion (GO:0008053)	5	5	4.02	+	1.24	3.75E-01
mitochondrial tricarboxylic acid transmembrane transport (GO:1990546)	3	3	2.41	+	1.24	4.34E-01
polyamine transmembrane transport (GO:1902047)	9	9	7.24	+	1.24	3.02E-01
sequestering of metal ion (GO:0051238)	3	3	2.41	+	1.24	4.34E-01
L-arginine transport (GO:1902023)	3	3	2.41	+	1.24	4.34E-01
L-lysine transport (GO:1902022)	3	3	2.41	+	1.24	4.34E-01
negative regulation of protein transport (GO:0051224)	3	3	2.41	+	1.24	4.34E-01
arabinose catabolic process (GO:0019568)	5	5	4.02	+	1.24	3.75E-01
arabinose metabolic process (GO:0019566)	5	5	4.02	+	1.24	3.75E-01
regulation of inorganic anion transmembrane transport (GO:1903795)	3	3	2.41	+	1.24	4.34E-01
pyrimidine-containing compound transmembrane transport (GO:0072531)	5	5	4.02	+	1.24	3.75E-01
aging (GO:0007568)	3	3	2.41	+	1.24	4.34E-01
replication fork protection (GO:0048478)	5	5	4.02	+	1.24	3.75E-01
fatty acid derivative metabolic process (GO:1901568)	3	3	2.41	+	1.24	4.34E-01
IRE1-mediated unfolded protein response (GO:0036498)	5	5	4.02	+	1.24	3.75E-01
regulation of anion transport (GO:0044070)	5	5	4.02	+	1.24	3.75E-01
tRNA 5'-end processing (GO:0099116)	6	6	4.83	+	1.24	3.53E-01
regulation of protein secretion (GO:0050708)	3	3	2.41	+	1.24	4.34E-01
positive regulation of deoxyribonuclease activity (GO:0032077)	5	5	4.02	+	1.24	3.75E-01
regulation of endodeoxyribonuclease activity (GO:0032071)	5	5	4.02	+	1.24	3.75E-01
regulation of deoxyribonuclease activity (GO:0032070)	6	6	4.83	+	1.24	3.53E-01
regulation of nuclease activity (GO:0032069)	9	9	7.24	+	1.24	3.02E-01
mRNA pseudouridine synthesis (GO:1990481)	6	6	4.83	+	1.24	3.53E-01
box C/D RNA 3'-end processing (GO:0000494)	3	3	2.41	+	1.24	4.34E-01
small nucleolar ribonucleoprotein complex assembly (GO:0000491)	9	9	7.24	+	1.24	3.02E-01
positive regulation of adenylate cyclase activity (GO:0045762)	3	3	2.41	+	1.24	4.34E-01
negative regulation of DNA damage checkpoint (GO:2000002)	3	3	2.41	+	1.24	4.34E-01
regulation of DNA damage checkpoint (GO:2000001)	6	6	4.83	+	1.24	3.53E-01
positive regulation of sulfur metabolic process (GO:0051176)	5	5	4.02	+	1.24	3.75E-01
chemotropism (GO:0043577)	3	3	2.41	+	1.24	4.34E-01
protein deglycosylation involved in glycoprotein catabolic process (GO:0035977)	3	3	2.41	+	1.24	4.34E-01
endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000464)	3	3	2.41	+	1.24	4.34E-01
endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000461)	5	5	4.02	+	1.24	3.75E-01
enzyme-directed rRNA pseudouridine synthesis (GO:0000455)	6	6	4.83	+	1.24	3.53E-01
positive regulation of gluconeogenesis (GO:0045722)	3	3	2.41	+	1.24	4.34E-01
cell-substrate adhesion (GO:0031589)	3	3	2.41	+	1.24	4.34E-01
mitotic G1 DNA damage checkpoint signaling (GO:0031571)	5	5	4.02	+	1.24	3.75E-01
positive regulation of histone H3-K36 methylation (GO:0000416)	3	3	2.41	+	1.24	4.34E-01
negative regulation of binding (GO:0051100)	6	6	4.83	+	1.24	3.53E-01
glycine decarboxylation via glycine cleavage system (GO:0019464)	3	3	2.41	+	1.24	4.34E-01
tryptophan catabolic process to kynurenine (GO:0019441)	3	3	2.41	+	1.24	4.34E-01
DNA integration (GO:0015074)	3	3	2.41	+	1.24	4.34E-01
pyruvate transmembrane transport (GO:1901475)	5	5	4.02	+	1.24	3.75E-01
sulfate reduction (GO:0019419)	3	3	2.41	+	1.24	4.34E-01
homocysteine metabolic process (GO:0050667)	12	12	9.65	+	1.24	2.64E-01
response to virus (GO:0009615)	5	5	4.02	+	1.24	3.75E-01
tropism (GO:0009606)	3	3	2.41	+	1.24	4.34E-01
heme a metabolic process (GO:0046160)	3	3	2.41	+	1.24	4.34E-01
protein-RNA complex remodeling (GO:0110136)	3	3	2.41	+	1.24	4.34E-01
positive regulation of vitamin metabolic process (GO:0046136)	3	3	2.41	+	1.24	4.34E-01
fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process (GO:0071970)	5	5	4.02	+	1.24	3.75E-01
purine ribonucleoside catabolic process (GO:0046130)	3	3	2.41	+	1.24	4.34E-01
fungal-type cell wall (1->3)-beta-D-glucan metabolic process (GO:0071969)	5	5	4.02	+	1.24	3.75E-01
hypoxanthine metabolic process (GO:0046100)	3	3	2.41	+	1.24	4.34E-01
thiamine transmembrane transport (GO:0071934)	3	3	2.41	+	1.24	4.34E-01
immune response (GO:0006955)	5	5	4.02	+	1.24	3.75E-01
defense response (GO:0006952)	5	5	4.02	+	1.24	3.75E-01
defense response to other organism (GO:0098542)	5	5	4.02	+	1.24	3.75E-01
regulation of cation transmembrane transport (GO:1904062)	3	3	2.41	+	1.24	4.34E-01
'de novo' cotranslational protein folding (GO:0051083)	5	5	4.02	+	1.24	3.75E-01
mRNA 3'-splice site recognition (GO:0000389)	3	3	2.41	+	1.24	4.34E-01
spliceosome conformational change to release U4 (or U4atac) and U1 (or U11) (GO:0000388)	3	3	2.41	+	1.24	4.34E-01
vesicle coating (GO:0006901)	3	3	2.41	+	1.24	4.34E-01
farnesyl diphosphate biosynthetic process, mevalonate pathway (GO:0010142)	3	3	2.41	+	1.24	4.34E-01
rRNA transport (GO:0051029)	18	18	14.48	+	1.24	2.08E-01
sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin) (GO:0019379)	3	3	2.41	+	1.24	4.34E-01
N-terminal peptidyl-methionine acetylation (GO:0017196)	6	6	4.83	+	1.24	3.53E-01
regulation of exonuclease activity (GO:1905777)	3	3	2.41	+	1.24	4.34E-01
fatty acid elongation, unsaturated fatty acid (GO:0019368)	3	3	2.41	+	1.24	4.34E-01
fatty acid elongation, saturated fatty acid (GO:0019367)	3	3	2.41	+	1.24	4.34E-01
rescue of stalled ribosome (GO:0072344)	5	5	4.02	+	1.24	3.75E-01
transsulfuration (GO:0019346)	10	10	8.04	+	1.24	2.88E-01
cysteine biosynthetic process (GO:0019344)	9	9	7.24	+	1.24	3.02E-01
cysteine biosynthetic process via cystathionine (GO:0019343)	3	3	2.41	+	1.24	4.34E-01
positive regulation of mitochondrial translation (GO:0070131)	9	9	7.24	+	1.24	3.02E-01
regulation of mitochondrial translation (GO:0070129)	10	10	8.04	+	1.24	2.88E-01
mitochondrial translational initiation (GO:0070124)	3	3	2.41	+	1.24	4.34E-01
adenine metabolic process (GO:0046083)	5	5	4.02	+	1.24	3.75E-01
snoRNA localization (GO:0048254)	3	3	2.41	+	1.24	4.34E-01
cytoplasmic translation (GO:0002181)	165	164	132.69	+	1.24	4.10E-03
ribosomal small subunit biogenesis (GO:0042274)	135	134	108.56	+	1.23	9.11E-03
maturation of SSU-rRNA (GO:0030490)	111	110	89.26	+	1.23	1.74E-02
maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)	98	97	78.81	+	1.23	2.48E-02
ribosomal large subunit biogenesis (GO:0042273)	125	123	100.52	+	1.22	1.52E-02
maturation of LSU-rRNA (GO:0000470)	62	61	49.86	+	1.22	6.80E-02
endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)	56	55	45.03	+	1.22	8.11E-02
endonucleolytic cleavage involved in rRNA processing (GO:0000478)	56	55	45.03	+	1.22	8.11E-02
rRNA processing (GO:0006364)	269	264	216.32	+	1.22	6.61E-04
mitochondrial translation (GO:0032543)	105	103	84.44	+	1.22	2.61E-02
nucleoside monophosphate metabolic process (GO:0009123)	51	50	41.01	+	1.22	9.42E-02
maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000463)	51	50	41.01	+	1.22	9.42E-02
aspartate family amino acid biosynthetic process (GO:0009067)	49	48	39.40	+	1.22	1.00E-01
maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)	87	85	69.96	+	1.21	4.29E-02
maturation of 5.8S rRNA (GO:0000460)	87	85	69.96	+	1.21	4.29E-02
RNA 5'-end processing (GO:0000966)	42	41	33.78	+	1.21	1.24E-01
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000447)	42	41	33.78	+	1.21	1.24E-01
ribonucleoside monophosphate metabolic process (GO:0009161)	41	40	32.97	+	1.21	1.28E-01
nucleoside monophosphate biosynthetic process (GO:0009124)	41	40	32.97	+	1.21	1.28E-01
RNA methylation (GO:0001510)	41	40	32.97	+	1.21	1.28E-01
ncRNA 5'-end processing (GO:0034471)	41	40	32.97	+	1.21	1.28E-01
tRNA modification (GO:0006400)	81	79	65.14	+	1.21	5.07E-02
tRNA aminoacylation (GO:0043039)	40	39	32.17	+	1.21	1.32E-01
amino acid activation (GO:0043038)	40	39	32.17	+	1.21	1.32E-01
cleavage involved in rRNA processing (GO:0000469)	80	78	64.33	+	1.21	5.22E-02
peptide biosynthetic process (GO:0043043)	348	339	279.85	+	1.21	1.96E-04
translation (GO:0006412)	344	335	276.63	+	1.21	2.18E-04
ribonucleoside monophosphate biosynthetic process (GO:0009156)	38	37	30.56	+	1.21	1.41E-01
ribosome biogenesis (GO:0042254)	372	362	299.15	+	1.21	1.28E-04
tRNA aminoacylation for protein translation (GO:0006418)	37	36	29.75	+	1.21	1.46E-01
RNA modification (GO:0009451)	109	106	87.65	+	1.21	2.96E-02
sulfur amino acid biosynthetic process (GO:0000097)	36	35	28.95	+	1.21	1.50E-01
rRNA 5'-end processing (GO:0000967)	35	34	28.15	+	1.21	1.55E-01
rRNA-containing ribonucleoprotein complex export from nucleus (GO:0071428)	65	63	52.27	+	1.21	8.01E-02
methionine biosynthetic process (GO:0009086)	32	31	25.73	+	1.20	1.72E-01
cellular detoxification (GO:1990748)	32	31	25.73	+	1.20	1.72E-01
endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000480)	32	31	25.73	+	1.20	1.72E-01
endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000472)	32	31	25.73	+	1.20	1.72E-01
transcription by RNA polymerase III (GO:0006383)	31	30	24.93	+	1.20	1.78E-01
aspartate family amino acid metabolic process (GO:0009066)	60	58	48.25	+	1.20	9.28E-02
tricarboxylic acid cycle (GO:0006099)	30	29	24.13	+	1.20	1.84E-01
RNA phosphodiester bond hydrolysis, endonucleolytic (GO:0090502)	86	83	69.16	+	1.20	5.58E-02
protein refolding (GO:0042026)	28	27	22.52	+	1.20	1.97E-01
amide biosynthetic process (GO:0043604)	387	373	311.21	+	1.20	2.03E-04
ribosome localization (GO:0033750)	51	49	41.01	+	1.19	1.21E-01
ncRNA processing (GO:0034470)	381	366	306.39	+	1.19	2.94E-04
ribosomal subunit export from nucleus (GO:0000054)	50	48	40.21	+	1.19	1.25E-01
'de novo' protein folding (GO:0006458)	25	24	20.10	+	1.19	2.19E-01
cellular modified amino acid biosynthetic process (GO:0042398)	24	23	19.30	+	1.19	2.27E-01
peptide metabolic process (GO:0006518)	383	367	308.00	+	1.19	3.43E-04
glutathione metabolic process (GO:0006749)	23	22	18.50	+	1.19	2.36E-01
rRNA 3'-end processing (GO:0031125)	22	21	17.69	+	1.19	2.45E-01
cytoplasmic translational initiation (GO:0002183)	22	21	17.69	+	1.19	2.45E-01
protein import into mitochondrial matrix (GO:0030150)	22	21	17.69	+	1.19	2.45E-01
sulfur amino acid metabolic process (GO:0000096)	43	41	34.58	+	1.19	1.56E-01
translational initiation (GO:0006413)	43	41	34.58	+	1.19	1.56E-01
SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	21	20	16.89	+	1.18	2.54E-01
cotranslational protein targeting to membrane (GO:0006613)	21	20	16.89	+	1.18	2.54E-01
pyrimidine nucleotide metabolic process (GO:0006220)	21	20	16.89	+	1.18	2.54E-01
nucleobase biosynthetic process (GO:0046112)	21	20	16.89	+	1.18	2.54E-01
mitochondrial gene expression (GO:0140053)	124	118	99.72	+	1.18	3.82E-02
rRNA metabolic process (GO:0016072)	284	270	228.38	+	1.18	3.03E-03
nuclear-transcribed mRNA catabolic process, exonucleolytic (GO:0000291)	20	19	16.08	+	1.18	2.64E-01
pyrimidine nucleotide biosynthetic process (GO:0006221)	20	19	16.08	+	1.18	2.64E-01
purine nucleobase metabolic process (GO:0006144)	20	19	16.08	+	1.18	2.64E-01
spliceosomal conformational changes to generate catalytic conformation (GO:0000393)	20	19	16.08	+	1.18	2.64E-01
ribonucleoprotein complex biogenesis (GO:0022613)	451	428	362.68	+	1.18	2.32E-04
cellular amide metabolic process (GO:0043603)	451	428	362.68	+	1.18	2.32E-04
mitochondrial respiratory chain complex assembly (GO:0033108)	39	37	31.36	+	1.18	1.77E-01
nuclear polyadenylation-dependent ncRNA catabolic process (GO:0071046)	19	18	15.28	+	1.18	2.75E-01
nuclear ncRNA surveillance (GO:0071029)	19	18	15.28	+	1.18	2.75E-01
polyadenylation-dependent ncRNA catabolic process (GO:0043634)	19	18	15.28	+	1.18	2.75E-01
exonucleolytic trimming involved in rRNA processing (GO:0000459)	19	18	15.28	+	1.18	2.75E-01
one-carbon metabolic process (GO:0006730)	18	17	14.48	+	1.17	2.86E-01
cell wall mannoprotein biosynthetic process (GO:0000032)	18	17	14.48	+	1.17	2.86E-01
regulation of DNA repair (GO:0006282)	18	17	14.48	+	1.17	2.86E-01
nuclear polyadenylation-dependent rRNA catabolic process (GO:0071035)	18	17	14.48	+	1.17	2.86E-01
mannoprotein biosynthetic process (GO:0006057)	18	17	14.48	+	1.17	2.86E-01
mannoprotein metabolic process (GO:0006056)	18	17	14.48	+	1.17	2.86E-01
reactive oxygen species metabolic process (GO:0072593)	18	17	14.48	+	1.17	2.86E-01
cell wall glycoprotein biosynthetic process (GO:0031506)	18	17	14.48	+	1.17	2.86E-01
pre-replicative complex assembly (GO:0036388)	18	17	14.48	+	1.17	2.86E-01
chaperone cofactor-dependent protein refolding (GO:0051085)	18	17	14.48	+	1.17	2.86E-01
'de novo' posttranslational protein folding (GO:0051084)	18	17	14.48	+	1.17	2.86E-01
methionine metabolic process (GO:0006555)	35	33	28.15	+	1.17	2.02E-01
nucleobase metabolic process (GO:0009112)	35	33	28.15	+	1.17	2.02E-01
transcription by RNA polymerase I (GO:0006360)	35	33	28.15	+	1.17	2.02E-01
ncRNA metabolic process (GO:0034660)	437	412	351.42	+	1.17	4.94E-04
positive regulation of histone modification (GO:0031058)	17	16	13.67	+	1.17	2.98E-01
tRNA catabolic process (GO:0016078)	17	16	13.67	+	1.17	2.98E-01
pre-replicative complex assembly involved in nuclear cell cycle DNA replication (GO:0006267)	17	16	13.67	+	1.17	2.98E-01
cellular response to toxic substance (GO:0097237)	34	32	27.34	+	1.17	2.09E-01
pre-replicative complex assembly involved in cell cycle DNA replication (GO:1902299)	17	16	13.67	+	1.17	2.98E-01
nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' (GO:0034427)	17	16	13.67	+	1.17	2.98E-01
nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay (GO:0070478)	17	16	13.67	+	1.17	2.98E-01
exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000467)	17	16	13.67	+	1.17	2.98E-01
cytochrome complex assembly (GO:0017004)	33	31	26.54	+	1.17	2.16E-01
folic acid-containing compound metabolic process (GO:0006760)	16	15	12.87	+	1.17	3.11E-01
NLS-bearing protein import into nucleus (GO:0006607)	16	15	12.87	+	1.17	3.11E-01
pyrimidine ribonucleotide metabolic process (GO:0009218)	16	15	12.87	+	1.17	3.11E-01
branched-chain amino acid biosynthetic process (GO:0009082)	16	15	12.87	+	1.17	3.11E-01
tRNA surveillance (GO:0106354)	16	15	12.87	+	1.17	3.11E-01
regulation of transcription by RNA polymerase I (GO:0006356)	32	30	25.73	+	1.17	2.24E-01
phosphorylation of RNA polymerase II C-terminal domain (GO:0070816)	16	15	12.87	+	1.17	3.11E-01
nuclear polyadenylation-dependent tRNA catabolic process (GO:0071038)	16	15	12.87	+	1.17	3.11E-01
cellular component macromolecule biosynthetic process (GO:0070589)	32	30	25.73	+	1.17	2.24E-01
